|naics02|2002_naics_title|naics97|1997_naics_title|explanation_of_parts|filename|end|start
44|112519.0|Other Animal Aquaculture|112519.0|Other Animal Aquaculture||2002_NAICS_to_1997_NAICS.xls|1997|2002
45|112910.0|Apiculture|112910.0|Apiculture||2002_NAICS_to_1997_NAICS.xls|1997|2002
46|112920.0|Horses and Other Equine Production|112920.0|Horses and Other Equine Production||2002_NAICS_to_1997_NAICS.xls|1997|2002
47|112930.0|Fur-Bearing Animal and Rabbit Production|112930.0|Fur-Bearing Animal and Rabbit Production||2002_NAICS_to_1997_NAICS.xls|1997|2002
48|112990.0|All Other Animal Production|112990.0|All Other Animal Production||2002_NAICS_to_1997_NAICS.xls|1997|2002
49|113110.0|Timber Tract Operations|113110.0|Timber Tract Operations||2002_NAICS_to_1997_NAICS.xls|1997|2002
50|113210.0|Forest Nurseries and Gathering of Forest Products|113210.0|Forest Nurseries and Gathering of Forest Products||2002_NAICS_to_1997_NAICS.xls|1997|2002
51|113310.0|Logging|113310.0|Logging||2002_NAICS_to_1997_NAICS.xls|1997|2002
52|114111.0|Finfish Fishing|114111.0|Finfish Fishing||2002_NAICS_to_1997_NAICS.xls|1997|2002
53|114112.0|Shellfish Fishing|114112.0|Shellfish Fishing||2002_NAICS_to_1997_NAICS.xls|1997|2002
54|114119.0|Other Marine Fishing|114119.0|Other Marine Fishing||2002_NAICS_to_1997_NAICS.xls|1997|2002
55|114210.0|Hunting and Trapping|114210.0|Hunting and Trapping||2002_NAICS_to_1997_NAICS.xls|1997|2002
56|115111.0|Cotton Ginning|115111.0|Cotton Ginning||2002_NAICS_to_1997_NAICS.xls|1997|2002
57|115112.0|Soil Preparation, Planting, and Cultivating|115112.0|Soil Preparation, Planting, and Cultivating||2002_NAICS_to_1997_NAICS.xls|1997|2002
58|115113.0|Crop Harvesting, Primarily by Machine|115113.0|Crop Harvesting, Primarily by Machine||2002_NAICS_to_1997_NAICS.xls|1997|2002
59|115114.0|Postharvest Crop Activities (except Cotton Ginning)|115114.0|Postharvest Crop Activities (except Cotton Ginning)||2002_NAICS_to_1997_NAICS.xls|1997|2002
60|115115.0|Farm Labor Contractors and Crew Leaders|115115.0|Farm Labor Contractors and Crew Leaders||2002_NAICS_to_1997_NAICS.xls|1997|2002
61|115116.0|Farm Management Services|115116.0|Farm Management Services||2002_NAICS_to_1997_NAICS.xls|1997|2002
62|115210.0|Support Activities for Animal Production|115210.0|Support Activities for Animal Production||2002_NAICS_to_1997_NAICS.xls|1997|2002
63|115310.0|Support Activities for Forestry|115310.0|Support Activities for Forestry||2002_NAICS_to_1997_NAICS.xls|1997|2002
64|211111.0|Crude Petroleum and Natural Gas Extraction|211111.0|Crude Petroleum and Natural Gas Extraction||2002_NAICS_to_1997_NAICS.xls|1997|2002
65|211112.0|Natural Gas Liquid Extraction|211112.0|Natural Gas Liquid Extraction||2002_NAICS_to_1997_NAICS.xls|1997|2002
66|212111.0|Bituminous Coal and Lignite Surface Mining|212111.0|Bituminous Coal and Lignite Surface Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
67|212112.0|Bituminous Coal Underground Mining|212112.0|Bituminous Coal Underground Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
68|212113.0|Anthracite Mining|212113.0|Anthracite Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
69|212210.0|Iron Ore Mining|212210.0|Iron Ore Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
70|212221.0|Gold Ore Mining|212221.0|Gold Ore Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
71|212222.0|Silver Ore Mining|212222.0|Silver Ore Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
72|212231.0|Lead Ore and Zinc Ore Mining|212231.0|Lead Ore and Zinc Ore Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
73|212234.0|Copper Ore and Nickel Ore Mining|212234.0|Copper Ore and Nickel Ore Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
74|212291.0|Uranium-Radium-Vanadium Ore Mining|212291.0|Uranium-Radium-Vanadium Ore Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
75|212299.0|All Other Metal Ore Mining|212299.0|All Other Metal Ore Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
76|212311.0|Dimension Stone Mining and Quarrying|212311.0|Dimension Stone Mining and Quarrying||2002_NAICS_to_1997_NAICS.xls|1997|2002
77|212312.0|Crushed and Broken Limestone Mining and Quarrying|212312.0|Crushed and Broken Limestone Mining and Quarrying||2002_NAICS_to_1997_NAICS.xls|1997|2002
78|212313.0|Crushed and Broken Granite Mining and Quarrying|212313.0|Crushed and Broken Granite Mining and Quarrying||2002_NAICS_to_1997_NAICS.xls|1997|2002
79|212319.0|Other Crushed and Broken Stone Mining and Quarrying|212319.0|Other Crushed and Broken Stone Mining and Quarrying||2002_NAICS_to_1997_NAICS.xls|1997|2002
80|212321.0|Construction Sand and Gravel Mining|212321.0|Construction Sand and Gravel Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
81|212322.0|Industrial Sand Mining|212322.0|Industrial Sand Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
82|212324.0|Kaolin and Ball Clay Mining|212324.0|Kaolin and Ball Clay Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
83|212325.0|Clay and Ceramic and Refractory Minerals Mining|212325.0|Clay and Ceramic and Refractory Minerals Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
84|212391.0|Potash, Soda, and Borate Mineral Mining|212391.0|Potash, Soda, and Borate Mineral Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
85|212392.0|Phosphate Rock Mining|212392.0|Phosphate Rock Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
86|212393.0|Other Chemical and Fertilizer Mineral Mining|212393.0|Other Chemical and Fertilizer Mineral Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
87|212399.0|All Other Nonmetallic Mineral Mining|212399.0|All Other Nonmetallic Mineral Mining||2002_NAICS_to_1997_NAICS.xls|1997|2002
88|213111.0|Drilling Oil and Gas Wells|213111.0|Drilling Oil and Gas Wells||2002_NAICS_to_1997_NAICS.xls|1997|2002
89|213112.0|Support Activities for Oil and Gas Operations|213112.0|Support Activities for Oil and Gas Operations|Support Activities For Oil and Gas Operations Except Site Preparation and Related Construction Activities|2002_NAICS_to_1997_NAICS.xls|1997|2002
90|213113.0|Support Activities for Coal Mining|213113.0|Support Activities for Coal Mining |Support Activities For Coal Mining Except Site Preparation and Related Construction Activities|2002_NAICS_to_1997_NAICS.xls|1997|2002
91|213114.0|Support Activities for Metal Mining |213114.0|Support Activities for Metal Mining|Support Activities For Metal Mining Except Site Preparation and Related Construction Activities|2002_NAICS_to_1997_NAICS.xls|1997|2002
92|213115.0|Support Activities for Nonmetallic Minerals (except Fuels) Mining|213115.0|Support Activities for Nonmetallic Minerals (except Fuels) |Support Activities For Nonmetallic Mineral (Except Fuel) Mining Except Site Preparation and Related Construction Activities|2002_NAICS_to_1997_NAICS.xls|1997|2002
93|221111.0|Hydroelectric Power Generation|221111.0|Hydroelectric Power Generation||2002_NAICS_to_1997_NAICS.xls|1997|2002
94|221112.0|Fossil Fuel Electric Power Generation|221112.0|Fossil Fuel Electric Power Generation||2002_NAICS_to_1997_NAICS.xls|1997|2002
95|221113.0|Nuclear Electric Power Generation|221113.0|Nuclear Electric Power Generation||2002_NAICS_to_1997_NAICS.xls|1997|2002
96|221119.0|Other Electric Power Generation|221119.0|Other Electric Power Generation||2002_NAICS_to_1997_NAICS.xls|1997|2002
97|221121.0|Electric Bulk Power Transmission and Control|221121.0|Electric Bulk Power Transmission and Control||2002_NAICS_to_1997_NAICS.xls|1997|2002
98|221122.0|Electric Power Distribution|221122.0|Electric Power Distribution||2002_NAICS_to_1997_NAICS.xls|1997|2002
99|221210.0|Natural Gas Distribution|221210.0|Natural Gas Distribution||2002_NAICS_to_1997_NAICS.xls|1997|2002
100|221310.0|Water Supply and Irrigation Systems|221310.0|Water Supply and Irrigation Systems||2002_NAICS_to_1997_NAICS.xls|1997|2002
101|221320.0|Sewage Treatment Facilities|221320.0|Sewage Treatment Facilities||2002_NAICS_to_1997_NAICS.xls|1997|2002
102|221330.0|Steam and Air-Conditioning Supply|221330.0|Steam and Air-Conditioning Supply||2002_NAICS_to_1997_NAICS.xls|1997|2002
103|236115.0|New Single-Family Housing Construction (except Operative Builders)|233210.0|Single Family Housing Construction|General Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
104|236116.0|New Multifamily Housing Construction (except Operative Builders)|233220.0|Multifamily Housing Construction|General Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
105|236117.0|New Housing Operative Builders (pt)|233210.0|Single Family Housing Construction|Operative Builders|2002_NAICS_to_1997_NAICS.xls|1997|2002
106|236117.0|New Housing Operative Builders (pt)|233220.0|Multifamily Housing Construction|Operative Builders|2002_NAICS_to_1997_NAICS.xls|1997|2002
107|236118.0|Residential Remodelers (pt)|233210.0|Single Family Housing Construction|Remodeling Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
108|236118.0|Residential Remodelers (pt)|233220.0|Multifamily Housing Construction|Remodeling Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
109|236210.0|Industrial Building Construction (pt)|233310.0|Manufacturing and Industrial Building Construction|Except Grain Elevators, Dry Cleaning Plants, and Manufacturing and Industrial Warehouses|2002_NAICS_to_1997_NAICS.xls|1997|2002
110|236210.0|Industrial Building Construction (pt)|234930.0|Industrial Nonbuilding Structure Construction|Process Batch Plants, Incinerators, Industrial Furnaces and Kilns, Mining Appurtenance, and Construction Management of these Projects|2002_NAICS_to_1997_NAICS.xls|1997|2002
111|236210.0|Industrial Building Construction (pt)|234990.0|All Other Heavy Construction |Waste Disposal Plant Construction|2002_NAICS_to_1997_NAICS.xls|1997|2002
112|236220.0|Commercial and Institutional Building Construction (pt)|233220.0|Multifamily Housing Construction|Barrack and Dormitory Construction|2002_NAICS_to_1997_NAICS.xls|1997|2002
113|236220.0|Commercial and Institutional Building Construction (pt)|233310.0|Manufacturing and Industrial Building Construction|Grain Elevators, Dry Cleaning Plants, and Manufacturing and Industrial Warehouses|2002_NAICS_to_1997_NAICS.xls|1997|2002
114|236220.0|Commercial and Institutional Building Construction (pt)|233320.0|Commercial and Institutional Building Construction||2002_NAICS_to_1997_NAICS.xls|1997|2002
115|236220.0|Commercial and Institutional Building Construction (pt)|235990.0|All Other Special Trade Contractors|Indoor Swimming Pool Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
116|237110.0|Water and Sewer Line and Related Structures Construction (pt)|234910.0|Water, Sewer, and Pipeline Construction|Water/Sewer Pumping Stations, Sewage Collection and Disposal Lines, Storm Sewers, Sewer/Water Mains and Lines, and Water Storage Tanks and Towers, and Construction Management of these Projects|2002_NAICS_to_1997_NAICS.xls|1997|2002
117|237110.0|Water and Sewer Line and Related Structures Construction (pt)|234990.0|All Other Heavy Construction |Irrigation Systems, Sewage Treatment and Water Treatment Plants, Construction Management of these Projects|2002_NAICS_to_1997_NAICS.xls|1997|2002
118|237110.0|Water and Sewer Line and Related Structures Construction (pt)|235810.0|Water Well Drilling Contractors||2002_NAICS_to_1997_NAICS.xls|1997|2002
119|237120.0|Oil and Gas Pipeline and Related Structures Construction (pt)|213112.0|Support Activities for Oil and Gas Operations|Construction of Field Gathering Lines On A Contract Basis|2002_NAICS_to_1997_NAICS.xls|1997|2002
120|237120.0|Oil and Gas Pipeline and Related Structures Construction (pt)|234910.0|Water, Sewer, and Pipeline Construction|Gas and Oil Pumping Stations, Gas and Oil Pipeline Construction, Gas Mains, Gas and Oil Storage Tank Construction, and Construction Management of these Projects|2002_NAICS_to_1997_NAICS.xls|1997|2002
121|237120.0|Oil and Gas Pipeline and Related Structures Construction (pt)|234930.0|Industrial Nonbuilding Structure Construction|Petrochemical Plants, Refineries, and Construction Management of these Projects|2002_NAICS_to_1997_NAICS.xls|1997|2002
122|237130.0|Power and Communication Line and Related Structures Construction (pt)|234920.0|Power and Communication Transmission Line Construction||2002_NAICS_to_1997_NAICS.xls|1997|2002
123|237130.0|Power and Communication Line and Related Structures Construction (pt)|234930.0|Industrial Nonbuilding Structure Construction|Power Generation Plants (excluding Hydroelectric Dams),  Transmission and Distribution Transformer Stations, and Construction Management of these Projects|2002_NAICS_to_1997_NAICS.xls|1997|2002
124|237210.0|Land Subdivision|233110.0|Land Subdivision and Land Development||2002_NAICS_to_1997_NAICS.xls|1997|2002
125|237310.0|Highway, Street, and Bridge Construction (pt)|234110.0|Highway and Street Construction||2002_NAICS_to_1997_NAICS.xls|1997|2002
126|237310.0|Highway, Street, and Bridge Construction (pt)|234120.0|Bridge and Tunnel Construction |Bridge Construction|2002_NAICS_to_1997_NAICS.xls|1997|2002
127|237310.0|Highway, Street, and Bridge Construction (pt)|235210.0|Painting and Wall Covering Contractors|Highway and Traffic Line Painting|2002_NAICS_to_1997_NAICS.xls|1997|2002
128|237990.0|Other Heavy and Civil Engineering Construction (pt)|234120.0|Bridge and Tunnel Construction |Tunnel Construction|2002_NAICS_to_1997_NAICS.xls|1997|2002
129|237990.0|Other Heavy and Civil Engineering Construction (pt)|234990.0|All Other Heavy Construction |Except Waste Disposal Plant Construction, Irrigation Systems, Sewage Treatment and Water Treatment Plants, Right-of-Way Clearing and Line Slashing, Blasting, Trenching, and Equipment Rental with Operator|2002_NAICS_to_1997_NAICS.xls|1997|2002
130|237990.0|Other Heavy and Civil Engineering Construction (pt)|235990.0|All Other Special Trade Contractors|Anchored Earth Retention Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
131|238110.0|Poured Concrete Foundation and Structure Contractors|235710.0|Concrete Contractors|Except Residential and Commercial Asphalt, Brick, and Concrete Paving|2002_NAICS_to_1997_NAICS.xls|1997|2002
132|238120.0|Structural Steel and Precast Concrete Contractors|235910.0|Structural Steel Erection Contractors|Except Curtain Walls, Metal Furring Installation, and Cooling Tower Installation|2002_NAICS_to_1997_NAICS.xls|1997|2002
133|238130.0|Framing Contractors|235510.0|Carpentry Contractors |Framing Carpentry|2002_NAICS_to_1997_NAICS.xls|1997|2002
134|238140.0|Masonry Contractors (pt)|235410.0|Masonry and Stone Contractors ||2002_NAICS_to_1997_NAICS.xls|1997|2002
135|238140.0|Masonry Contractors (pt)|235420.0|Drywall, Plastering, Acoustical, and Insulation Contractors |Stucco Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
136|238150.0|Glass and Glazing Contractors|235920.0|Glass and Glazing Contractors||2002_NAICS_to_1997_NAICS.xls|1997|2002
137|238160.0|Roofing Contractors|235610.0|Roofing, Siding, and Sheet Metal Contractors |Roofing Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
138|238170.0|Siding Contractors|235610.0|Roofing, Siding, and Sheet Metal Contractors |Siding Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
139|238190.0|Other Foundation, Structure, and Building Exterior Contractors (pt)|235910.0|Structural Steel Erection Contractors|Curtain Walls and Metal Furring Installation|2002_NAICS_to_1997_NAICS.xls|1997|2002
140|238190.0|Other Foundation, Structure, and Building Exterior Contractors (pt)|235990.0|All Other Special Trade Contractors|Forming Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
141|238210.0|Electrical Contractors (pt)|235110.0|Plumbing, Heating, and Air-Conditioning Contractors|Environmental Controls Installation Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
142|238210.0|Electrical Contractors (pt)|235310.0|Electrical Contractors||2002_NAICS_to_1997_NAICS.xls|1997|2002
143|238220.0|Plumbing, Heating, and Air-Conditioning Contractors (pt)|235110.0|Plumbing, Heating, and Air-Conditioning Contractors|Except Environmental Controls Installation Contractors and Septic Tank, Cesspool, and Dry Well Construction Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
144|238220.0|Plumbing, Heating, and Air-Conditioning Contractors (pt)|235910.0|Structural Steel Erection Contractors|Cooling Tower Installation|2002_NAICS_to_1997_NAICS.xls|1997|2002
145|238220.0|Plumbing, Heating, and Air-Conditioning Contractors (pt)|235950.0|Building Equipment and Other Machinery Installation Contractors |Scrubber, Dust Collection, and Other Industrial Ventilation Installation|2002_NAICS_to_1997_NAICS.xls|1997|2002
146|238290.0|Other Building Equipment Contractors (pt)|235950.0|Building Equipment and Other Machinery Installation Contractors |Except Scrubber, Dust Collection, and Other Industrial Ventilation Installation|2002_NAICS_to_1997_NAICS.xls|1997|2002
147|238290.0|Other Building Equipment Contractors (pt)|235990.0|All Other Special Trade Contractors|Service Station Equipment Installation Contractors; Boiler, Duct, and Pipe Insulation; Lightning Rod Installation; Bowling Alley Installation; Household-Type Antenna Installation; Church Bell Installation; and Tower Clock Installation|2002_NAICS_to_1997_NAICS.xls|1997|2002
148|238310.0|Drywall and Insulation Contractors|235420.0|Drywall, Plastering, Acoustical, and Insulation Contractors |Except Stucco Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
149|238320.0|Painting and Wall Covering Contractors|235210.0|Painting and Wall Covering Contractors|Except Highway and Traffic Line Painting|2002_NAICS_to_1997_NAICS.xls|1997|2002
150|238330.0|Flooring Contractors|235520.0|Floor Laying and Other Floor Contractors||2002_NAICS_to_1997_NAICS.xls|1997|2002
151|238340.0|Tile and Terrazzo Contractors|235430.0|Tile, Marble, Terrazzo, and Mosaic Contractors||2002_NAICS_to_1997_NAICS.xls|1997|2002
152|238350.0|Finish Carpentry Contractors|235510.0|Carpentry Contractors |Finish Carpentry|2002_NAICS_to_1997_NAICS.xls|1997|2002
153|238390.0|Other Building Finishing Contractors (pt)|235610.0|Roofing, Siding, and Sheet Metal Contractors |Metal Ceiling, Panel, and Shelving Installation|2002_NAICS_to_1997_NAICS.xls|1997|2002
154|238390.0|Other Building Finishing Contractors (pt)|235990.0|All Other Special Trade Contractors|Weather Stripping and Damp-Proofing, Modular Furniture Installation, Bathtub Refinishing, Window Covering Fixture Installation, Trade Show Exhibit Installation and Dismantling, and Spectator Seating Installation|2002_NAICS_to_1997_NAICS.xls|1997|2002
155|238910.0|Site Preparation Contractors (pt)|213112.0|Support Activities for Oil and Gas Operations|Site Preparation and Related Construction Activities On A Contract Basis|2002_NAICS_to_1997_NAICS.xls|1997|2002
156|238910.0|Site Preparation Contractors (pt)|213113.0|Support Activities for Coal Mining |Site Preparation and Related Construction Activities On A Contract Basis|2002_NAICS_to_1997_NAICS.xls|1997|2002
157|238910.0|Site Preparation Contractors (pt)|213114.0|Support Activities for Metal Mining|Site Preparation and Related Construction Activities On A Contract Basis|2002_NAICS_to_1997_NAICS.xls|1997|2002
158|238910.0|Site Preparation Contractors (pt)|213115.0|Support Activities for Nonmetallic Minerals (except Fuels)|Site Preparation and Related Construction Activities On A Contract Basis|2002_NAICS_to_1997_NAICS.xls|1997|2002
159|238910.0|Site Preparation Contractors (pt)|234990.0|All Other Heavy Construction |Right-of-Way Clearing and Line Slashing, Blasting, Trenching, and Equipment Rental (except cranes) with Operator|2002_NAICS_to_1997_NAICS.xls|1997|2002
160|238910.0|Site Preparation Contractors (pt)|235110.0|Plumbing, Heating, and Air-Conditioning Contractors|Septic Tank, Cesspool, and Dry Well Construction Contractors|2002_NAICS_to_1997_NAICS.xls|1997|2002
161|238910.0|Site Preparation Contractors (pt)|235930.0|Excavation Contractors||2002_NAICS_to_1997_NAICS.xls|1997|2002
162|238910.0|Site Preparation Contractors (pt)|235940.0|Wrecking and Demolition Contractors||2002_NAICS_to_1997_NAICS.xls|1997|2002
163|238910.0|Site Preparation Contractors (pt)|235990.0|All Other Special Trade Contractors|Dewatering Contractors, Core Drilling For Construction, and Test Boring for Construction|2002_NAICS_to_1997_NAICS.xls|1997|2002
164|238990.0|All Other Specialty Trade Contractors (pt)|234990.0|All Other Heavy Construction |Crane Rental with Operator|2002_NAICS_to_1997_NAICS.xls|1997|2002
165|238990.0|All Other Specialty Trade Contractors (pt)|235710.0|Concrete Contractors|Residential and Commercial Asphalt, Brick, and Concrete Paving|2002_NAICS_to_1997_NAICS.xls|1997|2002
166|238990.0|All Other Specialty Trade Contractors (pt)|235990.0|All Other Special Trade Contractors|Except Indoor Swimming Pools, Earth Retention Contractors, Forming Contractors, Ornamental Metal Work, Building Equipment Contractors, Building Finishing Contractors, Dewatering Contractors, Test Boring For Construction, and Core Drilling For Construction|2002_NAICS_to_1997_NAICS.xls|1997|2002
167|238990.0|All Other Specialty Trade Contractors (pt)|561720.0|Janitorial Services|Cleaning Buildings During and Immediately After Construction|2002_NAICS_to_1997_NAICS.xls|1997|2002
168|311111.0|Dog and Cat Food Manufacturing|311111.0|Dog and Cat Food Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
169|311119.0|Other Animal Food Manufacturing|311119.0|Other Animal Food Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
170|311211.0|Flour Milling|311211.0|Flour Milling||2002_NAICS_to_1997_NAICS.xls|1997|2002
171|311212.0|Rice Milling|311212.0|Rice Milling||2002_NAICS_to_1997_NAICS.xls|1997|2002
172|311213.0|Malt Manufacturing|311213.0|Malt Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
173|311221.0|Wet Corn Milling|311221.0|Wet Corn Milling||2002_NAICS_to_1997_NAICS.xls|1997|2002
174|311222.0|Soybean Processing|311222.0|Soybean Processing||2002_NAICS_to_1997_NAICS.xls|1997|2002
175|311223.0|Other Oilseed Processing|311223.0|Other Oilseed Processing||2002_NAICS_to_1997_NAICS.xls|1997|2002
176|311225.0|Fats and Oils Refining and Blending|311225.0|Fats and Oils Refining and Blending||2002_NAICS_to_1997_NAICS.xls|1997|2002
177|311230.0|Breakfast Cereal Manufacturing|311230.0|Breakfast Cereal Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
178|311311.0|Sugarcane Mills|311311.0|Sugarcane Mills||2002_NAICS_to_1997_NAICS.xls|1997|2002
179|311312.0|Cane Sugar Refining|311312.0|Cane Sugar Refining||2002_NAICS_to_1997_NAICS.xls|1997|2002
180|311313.0|Beet Sugar Manufacturing|311313.0|Beet Sugar Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
